t,x,y,i
1882,103363,3008898.3776645,4
1883,103414,3009078.79834257,4
1884,103468,3010884.92587763,4
1885,103501,3012430.80918171,4
1886,103565,3012966.66258179,4
1887,103612,3017058.05471101,4
1888,103638,3015019.56358826,4
1889,103639,3015118.17576069,4
1890,103709,3017782.2212127,4
1891,103728,3018027.94784578,4
1892,103772,3019634.7266151,4
1893,103774,3020791.79170902,4
1894,103857,3020026.61422662,4
1895,103858,3024095.41768223,4
1896,103924,3025854.54719886,4
1897,103928,3023644.20069056,4
1898,104002,3024220.2071831,4
1899,104040,3028182.79543941,4
1900,104114,3030084.82819866,4
1901,104178,3030428.03918795,4
1902,104264,3036112.48923368,4
1903,104326,3037260.26178938,4
1904,104370,3035597.92474009,4
1905,104419,3038872.65208044,4
1906,104492,3041079.96761419,4
1907,104504,3039717.19488149,4
1908,104527,3042072.76730987,4
1909,104566,3042157.08536575,4
1910,104638,3043405.9590908,4
1911,104638,3045685.15334955,4
1912,104654,3048185.79270069,4
1913,104675,3047086.22593163,4
1914,104761,3048012.27382752,4
1915,104843,3049400.81277299,4
1916,104849,3054120.14488459,4
1917,104889,3052948.98962762,4
1918,104964,3052604.06990408,4
1919,104968,3056340.65661645,4
1920,105006,3054987.63662213,4
1921,105058,3058387.06554064,4
1922,105069,3059621.61254289,4
1923,105107,3058299.98851949,4
1924,105135,3061965.53253698,4
1925,105210,3062137.00168976,4
1926,105218,3062270.80624466,4
1927,105252,3063961.01479443,4
1928,105263,3062889.55726974,4
1929,105320,3065166.7021826,4
1930,105382,3069025.29693773,4
1931,105414,3066018.69972647,4
1932,105480,3067857.33257743,4
1933,105500,3070702.36218862,4
1934,105538,3070589.49429264,4
1935,105561,3073394.43751785,4
1936,105635,3072322.49694879,4
1937,105658,3076587.43193211,4
1938,105728,3073682.03154928,4
1939,105763,3076892.01286482,4
1940,105770,3076785.70773775,4
1941,105850,3081874.39436292,4
1942,105892,3080976.26895429,4
1943,105923,3082707.82687708,4
1944,105941,3083783.63796173,4
1945,106019,3084727.80456981,4
1946,106026,3084889.39875599,4
1947,106039,3086303.93056934,4
1948,106047,3086190.91543383,4
1949,106054,3084968.71365064,4
1950,106088,3084605.99684518,4
1951,106147,3087802.99708346,4
1952,106150,3088660.39704489,4
1953,106168,3087895.37517574,4
1954,106204,3091029.88141643,4
1955,106285,3092332.14365758,4
1956,106352,3094754.22682087,4
1957,106435,3095986.25076598,4
1958,106514,3097770.64359693,4
1959,106559,3101888.71629631,4
1960,106605,3100452.65937497,4
1961,106670,3105136.47736953,4
1962,106708,3104705.9419161,4
1963,106764,3106780.60755983,4
1964,106815,3108550.32165105,4
1965,106858,3109248.84803313,4
1966,106919,3112369.58336727,4
1967,106934,3112935.54259763,4
1968,106985,3113896.53579608,4
1969,107040,3114055.06597381,4
1970,107086,3115335.40841381,4
1971,107169,3117940.69405205,4
1972,107241,3123586.09038272,4
1973,107264,3121399.39710319,4
1974,107306,3121476.41200886,4
1975,107312,3119206.97807496,4
1976,107387,3123485.31529104,4
1977,107394,3125065.3533708,4
1978,107430,3125567.9956382,4
1979,107467,3129121.61941184,4
1980,107494,3127610.29835818,4
1981,107504,3129147.65844482,4
1982,107519,3127239.62532522,4
1983,107599,3131211.67647596,4
1984,107672,3130917.1575269,4
1985,107752,3135992.60372134,4
1986,107811,3137296.65239327,4
1987,107870,3140823.6373745,4
1988,107875,3140631.44177779,4
1989,107889,3141148.14679006,4
1990,107929,3137856.75149081,4
1991,107979,3140748.55806742,4
1992,108000,3141364.97767163,4
1993,108028,3142901.72334089,4
1994,108071,3148355.90209932,4
1995,108144,3147056.57163564,4
1996,108229,3150808.53058889,4
1997,108253,3151255.52198196,4
1998,108318,3152876.13160059,4
1999,108366,3153676.94744285,4
2000,108427,3154930.73440123,4
2001,108448,3154943.14484562,4
2002,108533,3157652.12344549,4
2003,108557,3160339.56175929,4
2004,108585,3160494.56487691,4
2005,108599,3162247.28209257,4
2006,108623,3161568.72871605,4
2007,108701,3163348.47072752,4
2008,108770,3164944.47925427,4
2009,108820,3164345.0395408,4
2010,108889,3170370.38171742,4
2011,108966,3168691.28711733,4
2012,109015,3171515.60857544,4
2013,109093,3175928.77040361,4
2014,109101,3175137.06161302,4
2015,109172,3176658.32721757,4
2016,109229,3181858.47211737,4
2017,109296,3179951.36277335,4
2018,109314,3183347.1647544,4
2019,109360,3179961.16452177,4
2020,109425,3184415.13855556,4
2021,109499,3188550.75561267,4
2022,109531,3187760.19523155,4
2023,109597,3191749.72044426,4
2024,109616,3189692.77969867,4
2025,109627,3191750.62160907,4
2026,109643,3191486.78279036,4
2027,109687,3190590.06059154,4
2028,109714,3192843.05377242,4
2029,109745,3192931.42526333,4
2030,109779,3192536.33952628,4
2031,109852,3194385.81512773,4
2032,109901,3199979.5778728,4
2033,109949,3200607.16700367,4
2034,109954,3199401.77271398,4
2035,109978,3198167.49133227,4
2036,110026,3200361.02065396,4
2037,110057,3201194.23637672,4
2038,110074,3202405.30790365,4
2039,110104,3204873.46822769,4
2040,110150,3206168.80332502,4
2041,110209,3206479.10051856,4
2042,110287,3210321.91778855,4
2043,110353,3211946.17926081,4
2044,110370,3210853.12608407,4
2045,110445,3213072.71757046,4
2046,110481,3215270.59769611,4
2047,110490,3213988.91385459,4
2048,110561,3215283.37295083,4
2049,110608,3218462.34669812,4
2050,110612,3219783.23021627,4
2051,110669,3220774.70286231,4
2052,110752,3222599.84473557,4
2053,110780,3223627.32571387,4
2054,110851,3225639.90597986,4
2055,110935,3227462.84309487,4
2056,111000,3231580.0353427,4
2057,111021,3233114.00322734,4
2058,111074,3231281.42525178,4
2059,111113,3233636.60256343,4
2060,111153,3236456.6676158,4
2061,111240,3235209.66600989,4
2062,111240,3237241.73549957,4
2063,111288,3237835.22561048,4
2064,111308,3240044.69988046,4
2065,111331,3240562.10285657,4
2066,111411,3241260.01929214,4
2067,111451,3243386.82046221,4
2068,111518,3245474.82832729,4
2069,111520,3244880.19805497,4
2070,111582,3246639.92092099,4
2071,111667,3250380.66338602,4
2072,111741,3250459.81111501,4
2073,111792,3252311.29425533,4
2074,111851,3255888.08544964,4
2075,111881,3254260.52682466,4
2076,111960,3259779.11845826,4
2077,112018,3259465.8935113,4
2078,112047,3259386.07606299,4
2079,112073,3261243.51776263,4
2080,112110,3261717.36967416,4
2081,112136,3261801.78083136,4
2082,112219,3264451.44752512,4
2083,112242,3267019.72132364,4
2084,112250,3266327.4217535,4
2085,112270,3266627.28381501,4
2086,112350,3268709.95874685,4
2087,112389,3270370.28306542,4
2088,112392,3270784.25609473,4
2089,112430,3275050.36166759,4
2090,112495,3273782.43078656,4
2091,112540,3276551.85949197,4
2092,112588,3275989.6872821,4
2093,112654,3277086.19038716,4
2094,112686,3278591.66628424,4
2095,112738,3280400.35529487,4
2096,112803,3282879.71128714,4
2097,112857,3283947.76056785,4
2098,112916,3286653.13614355,4
2099,112997,3288576.69126289,4
2100,113073,3290305.77782686,4
2101,113092,3291807.26389422,4
2102,113103,3290498.17541007,4
2103,113165,3292677.37593588,4
2104,113191,3295997.28094569,4
2105,113274,3295477.89060465,4
2106,113316,3297700.68776429,4
2107,113376,3299006.23745103,4
2108,113434,3300734.83786884,4
2109,113459,3301360.04774896,4
2110,113490,3303048.22682369,4
2111,113496,3303086.21401339,4
2112,113524,3302993.55512765,4
2113,113539,3303334.27663142,4
2114,113611,3305116.57967678,4
2115,113633,3305277.70665089,4
2116,113653,3308661.948371,4
2117,113730,3310089.38457314,4
2118,113780,3311103.07275431,4
2119,113855,3312995.31722306,4
2120,113885,3315255.03257254,4
2121,113958,3315365.36539678,4
2122,114011,3317894.48930542,4
2123,114032,3317224.12328356,4
2124,114112,3321147.14448395,4
2125,114183,3324480.64427854,4
2126,114212,3325519.85585106,4
2127,114271,3326101.336507,4
2128,114306,3325144.01716561,4
2129,114337,3326781.15860549,4
2130,114388,3327859.94706823,4
2131,114460,3330410.56161126,4
2132,114461,3330345.34553188,4
2133,114531,3332234.31393768,4
2134,114597,3333237.5647905,4
2135,114655,3335093.09535368,4
2136,114739,3338529.87022308,4
2137,114777,3340379.29367283,4
2138,114786,3340932.09221407,4
2139,114814,3339782.69506,4
2140,114898,3343751.23209198,4
2141,114959,3344331.11929142,4
2142,114986,3347367.28589386,4
2143,115029,3347876.86033824,4
2144,115073,3349036.3099566,4
2145,115134,3350086.24868806,4
2146,115195,3353823.97842711,4
2147,115243,3353838.079801,4
2148,115255,3355138.32016047,4
2149,115274,3357129.4831149,4
2150,115355,3357124.6073946,4
2151,115423,3356083.95532449,4
2152,115453,3359989.12530969,4
2153,115490,3362437.29018525,4
2154,115563,3363390.48577358,4
2155,115577,3362952.7630229,4
2156,115584,3361766.75702112,4
2157,115606,3362022.6311239,4
2158,115637,3364446.92822452,4
2159,115722,3367301.70067168,4
2160,115780,3370120.81001185,4
2161,115811,3368373.00125326,4
2162,115825,3370136.0255264,4
2163,115872,3370470.29396425,4
2164,115895,3371578.45319582,4
2165,115939,3374087.50911161,4
2166,116013,3376628.28418927,4
2167,116052,3378238.08578727,4
2168,116056,3375666.50929694,4
2169,116107,3377607.76947019,4
2170,116177,3378102.29172984,4
2171,116238,3382749.63171016,4
2172,116277,3384178.85194491,4
2173,116280,3383680.14619238,4
2174,116296,3385556.96162847,4
2175,116325,3384840.01103437,4
2176,116411,3387592.68888263,4
2177,116492,3390973.16756063,4
2178,116517,3391165.93111949,4
2179,116532,3390671.10280384,4
2180,116570,3393100.07538543,4
2181,116589,3390271.71691542,4
2182,116661,3393952.66463924,4
2183,116720,3397542.3022131,4
2184,116792,3399406.3647165,4
2185,116853,3400432.4692098,4
2186,116868,3402491.82954475,4
2187,116955,3405164.17925409,4
2188,116965,3404751.96981353,4
2189,117003,3404230.97829559,4
2190,117080,3406786.46585684,4
2191,117107,3407624.27771735,4
2192,117140,3408189.99018954,4
2193,117172,3409197.71215252,4
2194,117222,3410700.0818526,4
2195,117297,3414905.59502187,4
2196,117321,3415149.83520307,4
2197,117352,3413177.50960105,4
2198,117365,3414323.19768158,4
2199,117377,3415592.11000651,4
2200,117399,3414574.43558803,4
2201,117447,3418714.62558017,4
2202,117528,3419516.9971461,4
2203,117556,3420925.3032734,4
2204,117626,3422486.62973143,4
2205,117699,3423955.45269186,4
2206,117705,3425910.89302245,4
2207,117715,3425990.43633281,4
2208,117742,3423435.23262174,4
2209,117815,3430656.51050965,4
2210,117878,3428105.68796465,4
2211,117938,3430376.04524918,4
2212,118010,3432357.19488332,4
2213,118079,3434100.06820366,4
2214,118162,3437545.47084376,4
2215,118205,3440165.38975597,4
2216,118270,3441949.05665444,4
2217,118327,3441431.43148803,4
2218,118345,3443444.04986898,4
2219,118362,3442383.80715397,4
2220,118441,3447550.57717875,4
2221,118502,3447749.93145375,4
2222,118509,3446458.65468751,4
2223,118560,3452249.9551535,4
2224,118571,3450253.61732381,4
2225,118657,3453194.82996764,4
2226,118714,3454288.64778237,4
2227,118787,3457264.51664629,4
2228,118825,3457181.96072054,4
2229,118859,3457908.44938941,4
2230,118892,3458683.05757288,4
2231,118931,3461717.14577795,4
2232,118991,3461939.93559012,4
2233,118993,3462870.35925394,4
2234,119007,3461799.13272424,4
2235,119045,3464332.05051141,4
2236,119075,3464035.66923521,4
2237,119107,3467793.595177,4
2238,119147,3467897.45492901,4
2239,119216,3468936.48478596,4
2240,119271,3469180.64317972,4
2241,119357,3472129.46179871,4
2242,119431,3475215.24744328,4
2243,119505,3476464.93690873,4
2244,119558,3480389.18496415,4
2245,119613,3479855.95299606,4
2246,119687,3482344.74013886,4
2247,119738,3485574.83206745,4
2248,119790,3486668.09674912,4
2249,119875,3487759.60873824,4
2250,119931,3488204.25043893,4
2251,119941,3489242.60991459,4
2252,119951,3491617.42757715,4
2253,120038,3494418.01465788,4
2254,120041,3493741.65678024,4
2255,120057,3494414.11107105,4
2256,120091,3492127.50690757,4
2257,120121,3496400.56438127,4
2258,120181,3498714.24447828,4
2259,120261,3499650.89667401,4
2260,120295,3499794.90715558,4
2261,120356,3500370.7044536,4
2262,120379,3502014.7586889,4
2263,120392,3501068.12855346,4
2264,120471,3505289.0631477,4
2265,120531,3505912.89435588,4
2266,120609,3508773.88873204,4
2267,120622,3508234.63886301,4
2268,120709,3510319.79057199,4
2269,120711,3511343.08835649,4
2270,120741,3512750.17756745,4
2271,120796,3517037.65767501,4
2272,120831,3515632.48024139,4
2273,120886,3518606.60872247,4
2274,120895,3518407.12077147,4
2275,120905,3516408.98985637,4
2276,120946,3519136.68776165,4
2277,120965,3518267.27511013,4
2278,121018,3521546.72480615,4
2279,121088,3523392.06205846,4
2280,121151,3525107.58161363,4
2281,121151,3526229.83980183,4
2282,121227,3527674.53770963,4
2283,121276,3529100.65378351,4
2284,121299,3529505.27694258,4
2285,121358,3531519.55413509,4
2286,121438,3534326.05627078,4
2287,121492,3535637.10207005,4
2288,121533,3536677.73695178,4
2289,121615,3539500.03730617,4
2290,121700,3539036.81990804,4
2291,121757,3543277.30275189,4
2292,121758,3544331.13212124,4
2293,121822,3542329.41121511,4
2294,121825,3544240.17819593,4
2295,121883,3546379.34316959,4
2296,121930,3548093.97186416,4
2297,121986,3549483.1971806,4
2298,122028,3551919.50369114,4
2299,122046,3551986.72279392,4
2300,122054,3550537.81373569,4
2301,122117,3553402.3108889,4
2302,122179,3553139.07773846,4
2303,122211,3557505.52464582,4
2304,122236,3555427.18661701,4
2305,122244,3558880.43318498,4
2306,122331,3559996.74861804,4
2307,122395,3559853.36641196,4
2308,122395,3561370.17714166,4
2309,122427,3564465.38637625,4
2310,122432,3562160.29302099,4
2311,122452,3564791.50377884,4
2312,122485,3564861.15473709,4
2313,122504,3563692.30224371,4
2314,122516,3563954.40315581,4
2315,122580,3568116.53172351,4
2316,122603,3568648.25827753,4
2317,122674,3570285.24470238,4
2318,122693,3571031.93365248,4
2319,122694,3570413.0254193,4
2320,122705,3572204.46733085,4
2321,122714,3572088.37839234,4
2322,122794,3573624.44108374,4
2323,122842,3572850.61171359,4
2324,122874,3573814.5075853,4
2325,122878,3576823.77876743,4
2326,122909,3575983.4970701,4
2327,122985,3578491.30328754,4
2328,123017,3578494.6318842,4
2329,123081,3581831.23619126,4
2330,123133,3581612.88396194,4
2331,123216,3585741.76246348,4
2332,123295,3587385.80499494,4
2333,123332,3587041.16911723,4
2334,123410,3589609.56674308,4
2335,123442,3594142.70251601,4
2336,123496,3592183.11015533,4
2337,123569,3596113.68670199,4
2338,123590,3597315.81509523,4
2339,123636,3597511.12016849,4
2340,123671,3599854.54446598,4
2341,123718,3602105.22352407,4
2342,123780,3602151.05426749,4
2343,123865,3602011.5324014,4
2344,123904,3605991.67473958,4
2345,123914,3606547.51609901,4
2346,123941,3608860.37597196,4
2347,124012,3610518.02346145,4
2348,124052,3613202.5888828,4
2349,124086,3609744.20744036,4
2350,124138,3609633.08831045,4
2351,124167,3615582.62704829,4
2352,124181,3610137.17450847,4
2353,124195,3616492.83566336,4
2354,124227,3614862.41277605,4
2355,124312,3616607.73046821,4
2356,124317,3617059.56653828,4
2357,124402,3620613.31034241,4
2358,124437,3620561.05609448,4
2359,124464,3622646.08927018,4
2360,124464,3623971.83378176,4
2361,124500,3622188.59342104,4
2362,124587,3625298.0606022,4
2363,124657,3626748.63670127,4
2364,124682,3627945.48144561,4
2365,124732,3629088.1230547,4
2366,124751,3632524.59768605,4
2367,124779,3629602.66044453,4
2368,124860,3634617.50124909,4
2369,124937,3637653.60799045,4
2370,124953,3636129.99692343,4
2371,124999,3640039.8648558,4
2372,125066,3640475.43136924,4
2373,125107,3640834.60909825,4
2374,125169,3641851.38360023,4
2375,125242,3644926.61005164,4
2376,125326,3648178.36098047,4
2377,125379,3648783.76982712,4
2378,125433,3651129.65738675,4
2379,125489,3654886.38862772,4
2380,125506,3652306.42253734,4
2381,125583,3653476.92497098,4
2382,125602,3653576.42047944,4
2383,125675,3658338.24178895,4
2384,125687,3656323.12153756,4
2385,125724,3659223.04872248,4
2386,125773,3659839.39205883,4
2387,125773,3658884.52275594,4
2388,125858,3661665.7476044,4
2389,125907,3662512.37265579,4
2390,125993,3663848.45750743,4
2391,126044,3666379.78286364,4
2392,126071,3669176.71570961,4
2393,126086,3670113.3104193,4
2394,126137,3671347.17748985,4
2395,126204,3674537.21856771,4
2396,126286,3675637.64747896,4
2397,126341,3674207.80254175,4
2398,126396,3678177.77204335,4
2399,126443,3677748.46534591,4
2400,126476,3679135.58357559,4
1,38253,588361.587378101,5
2,38262,587614.156369812,5
3,38268,588226.280946906,5
4,38275,588195.973105443,5
5,38276,587986.929064504,5
6,38277,587284.019556716,5
7,38284,586107.725831801,5
8,38286,588198.039777026,5
9,38304,586958.187481642,5
10,38319,589739.530283145,5
11,38325,590330.171703369,5
12,38335,589606.313465992,5
13,38339,588410.969066022,5
14,38348,589387.434522233,5
15,38353,589250.641841948,5
16,38368,589817.410535819,5
17,38381,589231.090485882,5
18,38398,588037.70806288,5
19,38407,589795.545236546,5
20,38414,588376.21037375,5
21,38421,586634.970462563,5
22,38425,592682.846188421,5
23,38438,590510.309743806,5
24,38456,591206.187007786,5
25,38470,590310.900452347,5
26,38484,589860.415857617,5
27,38493,590224.914588535,5
28,38509,593294.891946926,5
29,38509,591055.114539376,5
30,38518,590763.823761788,5
31,38522,593058.193581172,5
32,38539,590736.570219509,5
33,38553,590188.673822997,5
34,38561,591169.525867112,5
35,38562,595098.27975526,5
36,38570,591070.976666047,5
37,38589,592231.042825208,5
38,38595,592722.225554863,5
39,38600,593614.384166291,5
40,38617,592950.156677009,5
41,38630,593566.755711704,5
42,38641,591077.418405024,5
43,38651,593793.346522033,5
44,38661,592400.276816818,5
45,38675,595259.938821612,5
46,38683,593053.456360302,5
47,38698,595256.165471159,5
48,38704,595182.94061744,5
49,38706,595527.016426566,5
50,38723,593098.106558056,5
51,38729,592036.345350005,5
52,38742,594903.923010895,5
53,38749,592341.356022155,5
54,38766,594593.230491574,5
55,38783,596673.425462244,5
56,38787,593614.728418318,5
57,38796,595492.901993971,5
58,38813,594195.111578013,5
59,38826,595781.520390323,5
60,38830,597201.653006545,5
61,38832,597191.43682193,5
62,38837,593760.850238133,5
63,38855,596352.238618013,5
64,38857,598061.935700209,5
65,38861,596921.472339681,5
66,38868,595551.464398772,5
67,38879,597520.334818212,5
68,38892,596278.097108817,5
69,38901,596527.824341126,5
70,38915,596348.152354552,5
71,38918,597637.179156377,5
72,38928,598211.18094008,5
73,38944,598077.062204767,5
74,38951,598625.281390107,5
75,38964,597087.347277443,5
76,38979,595738.055171654,5
77,38979,598455.549262541,5
78,38982,599302.993262316,5
79,38997,597935.28837325,5
80,39004,599821.353781008,5
81,39020,598478.01388668,5
82,39020,597664.04977509,5
83,39034,600236.821737058,5
84,39040,599768.790846504,5
85,39055,597613.814480573,5
86,39059,601506.350458123,5
87,39064,598477.452435157,5
88,39067,598385.723850718,5
89,39074,599528.282291656,5
90,39081,599645.068844735,5
91,39082,601731.209862212,5
92,39085,599568.13972585,5
93,39102,600573.059119439,5
94,39109,599406.039071339,5
95,39120,600269.95806189,5
96,39124,601156.677522156,5
97,39126,600847.912385492,5
98,39140,600274.469220463,5
99,39156,601215.013212956,5
100,39160,600958.414540173,5
101,39168,600467.365633711,5
102,39180,600473.250890221,5
103,39184,602345.226628003,5
104,39201,599524.34063523,5
105,39211,603414.403882092,5
106,39224,602456.08894681,5
107,39227,603323.368079392,5
108,39230,599974.653940569,5
109,39235,601601.195749598,5
110,39245,600610.138988694,5
111,39247,601727.871346346,5
112,39260,601773.798975344,5
113,39270,601933.309498564,5
114,39281,603360.759841062,5
115,39284,603787.82277513,5
116,39291,603351.812540797,5
117,39304,602295.876699157,5
118,39319,603421.839876231,5
119,39335,604573.952935259,5
120,39343,602769.328134315,5
121,39353,605093.526540972,5
122,39368,605374.948390308,5
123,39373,605256.53954655,5
124,39388,604780.191025761,5
125,39389,606639.196533849,5
126,39393,604794.011059278,5
127,39393,604705.241830295,5
128,39409,605128.232609364,5
129,39427,604820.640205388,5
130,39431,604413.76056771,5
131,39447,604638.046947651,5
132,39463,604563.001153626,5
133,39480,606662.164312018,5
134,39484,605583.768830243,5
135,39489,604486.782646646,5
136,39506,606155.798721703,5
137,39513,607245.744293487,5
138,39531,606234.82216071,5
139,39549,606379.614428174,5
140,39559,607300.291847113,5
141,39573,608035.736522897,5
142,39581,607263.111976013,5
143,39581,607975.52294749,5
144,39581,608244.0412643,5
145,39594,608898.697654183,5
146,39594,609794.032972928,5
147,39602,606633.919250418,5
148,39604,606822.134489667,5
149,39613,608220.000585117,5
150,39620,606066.031642605,5
151,39629,608307.668419083,5
152,39641,607192.896024657,5
153,39657,607305.589525362,5
154,39668,609133.310482693,5
155,39682,608327.118575109,5
156,39683,609829.026007477,5
157,39701,607745.781279857,5
158,39703,610007.370692696,5
159,39711,610523.490698782,5
160,39714,610031.513983659,5
161,39717,608412.165394297,5
162,39732,610250.950783288,5
163,39749,607153.535078569,5
164,39750,608189.260723907,5
165,39750,610528.475611597,5
166,39759,612234.9702013,5
167,39767,611960.293658313,5
168,39777,609949.797513551,5
169,39788,609280.461364856,5
170,39799,613617.014248036,5
171,39812,613020.706624727,5
172,39819,611910.364449949,5
173,39830,611190.764527081,5
174,39844,612750.540156034,5
175,39857,611981.395454781,5
176,39872,612014.958071463,5
177,39884,612310.580960685,5
178,39900,613721.598959841,5
179,39906,610194.495418164,5
180,39924,611799.393132336,5
181,39928,612377.893318656,5
182,39945,613885.491014449,5
183,39945,614377.406322972,5
184,39945,612472.519360093,5
185,39957,613705.05841761,5
186,39971,615451.191625996,5
187,39978,615161.618722433,5
188,39982,613205.217697025,5
189,39999,610873.795078953,5
190,40010,614517.953229368,5
191,40017,614123.531674684,5
192,40018,613841.602167565,5
193,40018,615079.801826801,5
194,40037,614248.776471966,5
195,40050,617120.229861725,5
196,40067,616212.959467528,5
197,40069,614085.723303976,5
198,40087,616512.2717915,5
199,40104,613177.972092364,5
200,40109,613958.679694756,5
201,40112,616787.586214278,5
202,40130,616122.839947761,5
203,40134,617293.890921086,5
204,40148,617047.179511258,5
205,40160,615046.014351721,5
206,40172,616152.165906569,5
207,40175,617302.553331944,5
208,40194,616775.552109204,5
209,40200,616747.378312743,5
210,40213,615265.962234547,5
211,40222,617226.973023398,5
212,40223,615496.210707417,5
213,40230,618357.19472744,5
214,40238,618326.017469542,5
215,40243,617147.041732583,5
216,40260,617394.608668588,5
217,40269,614869.534520218,5
218,40275,620432.77526801,5
219,40288,620296.228530137,5
220,40307,617547.511196313,5
221,40309,617866.492884654,5
222,40309,616237.190611683,5
223,40315,619613.683661327,5
224,40327,619385.472240042,5
225,40345,619180.606620229,5
226,40346,619648.629244382,5
227,40361,620596.74468773,5
228,40361,619011.816752821,5
229,40370,619807.903885924,5
230,40376,618103.048818376,5
231,40386,620483.358590708,5
232,40405,620257.699422753,5
233,40413,623375.820794087,5
234,40428,617198.124349296,5
235,40435,620765.822876192,5
236,40438,620535.997780841,5
237,40457,621220.939846267,5
238,40473,623050.303214469,5
239,40483,621020.17616034,5
240,40502,623437.608125005,5
241,40517,621661.337770511,5
242,40536,621325.65472174,5
243,40552,623241.200930793,5
244,40569,622793.715796942,5
245,40573,622231.859496087,5
246,40575,621490.471911443,5
247,40580,624524.339286153,5
248,40589,622647.405110733,5
249,40590,624034.083568767,5
250,40596,624428.9596874,5
251,40602,626309.274337217,5
252,40605,622623.238189775,5
253,40615,624034.19688078,5
254,40619,620975.709744023,5
255,40626,626433.224777805,5
256,40635,623723.963179896,5
257,40649,624755.456869021,5
258,40666,624372.955140751,5
259,40669,621906.422476489,5
260,40684,625342.782066063,5
261,40687,624017.340330009,5
262,40687,624658.262119107,5
263,40689,625871.719902622,5
264,40689,625642.100418954,5
265,40708,626858.048017715,5
266,40716,624278.10522541,5
267,40734,624132.84166697,5
268,40737,626647.419999518,5
269,40738,625258.390147176,5
270,40752,622327.473735062,5
271,40766,625526.412002981,5
272,40769,627480.707043851,5
273,40788,625075.868810248,5
274,40799,626265.166450575,5
275,40811,628909.785554762,5
276,40826,626364.836115756,5
277,40834,626529.352126684,5
278,40834,628444.221926059,5
279,40847,627796.201825515,5
280,40851,626452.229127066,5
281,40851,624777.658014309,5
282,40862,631488.66330721,5
283,40872,627702.844505143,5
284,40881,627540.375478145,5
285,40897,627852.596681287,5
286,40902,626671.951579038,5
287,40916,627665.893318857,5
288,40930,626058.746646141,5
289,40933,627344.553530491,5
290,40941,629251.327385339,5
291,40956,627706.632157651,5
292,40967,628386.052998718,5
293,40984,627079.607198949,5
294,41003,630198.374775746,5
295,41003,627739.658390054,5
296,41020,630071.178547423,5
297,41023,627524.059778679,5
298,41039,631665.599130541,5
299,41049,630650.117024517,5
300,41056,630114.765614564,5
301,41062,628419.671459396,5
302,41070,630319.269964447,5
303,41085,630327.80360923,5
304,41085,631347.854860634,5
305,41102,631245.322492136,5
306,41106,630167.800560129,5
307,41117,631667.134192828,5
308,41128,633657.692084562,5
309,41147,632184.454700333,5
310,41150,631576.539680071,5
311,41156,633044.822237495,5
312,41172,631025.762266533,5
313,41177,630297.448268115,5
314,41194,631758.030850955,5
315,41206,633426.832990785,5
316,41224,633208.513939326,5
317,41225,632836.17630904,5
318,41237,630954.471407348,5
319,41252,634092.489872722,5
320,41255,633151.45759142,5
321,41272,634016.22457153,5
322,41279,633867.838162473,5
323,41280,631352.143737559,5
324,41285,631694.437852329,5
325,41285,634023.137528383,5
326,41294,634725.658822354,5
327,41302,631459.304855509,5
328,41311,634546.730756835,5
329,41314,633801.863860584,5
330,41324,633927.754590067,5
331,41339,635154.653002136,5
332,41358,636109.662302483,5
333,41372,636983.548641691,5
334,41388,635115.266687097,5
335,41398,636056.04966227,5
336,41408,637255.100021587,5
337,41412,637658.737090617,5
338,41418,634954.613449689,5
339,41429,633833.644061468,5
340,41432,637541.847328263,5
341,41441,636059.829463694,5
342,41441,636376.677407089,5
343,41442,635566.270118327,5
344,41458,634818.981721317,5
345,41466,637906.999990868,5
346,41474,639408.695455291,5
347,41487,635081.636327516,5
348,41494,636611.914425922,5
349,41504,637893.837496984,5
350,41511,638166.740284184,5
351,41516,637167.035185391,5
352,41528,637471.160314195,5
353,41532,637665.813267845,5
354,41538,638044.83079977,5
355,41553,639039.300565668,5
356,41559,637387.289016277,5
357,41578,639399.871248907,5
358,41586,638208.382087778,5
359,41595,637711.726984339,5
360,41601,637300.163324737,5
361,41610,639119.106715692,5
362,41615,640470.048899868,5
363,41623,638280.066227391,5
364,41625,640023.914676999,5
365,41625,640249.928708455,5
366,41635,637804.651262703,5
367,41649,640128.805921492,5
368,41668,641082.999652335,5
369,41683,640256.759513183,5
370,41688,637218.849239877,5
371,41706,639830.208647334,5
372,41717,638005.659197008,5
373,41730,640135.425179753,5
374,41746,640901.060318473,5
375,41747,642140.653187269,5
376,41760,639520.127206424,5
377,41769,640192.791959045,5
378,41775,642607.428779115,5
379,41794,642638.905109047,5
380,41808,640712.926436482,5
381,41821,642029.587220225,5
382,41828,643549.27040356,5
383,41839,643281.790938349,5
384,41857,641231.799939255,5
385,41869,643174.006427074,5
386,41883,643556.843541528,5
387,41899,641856.284789975,5
388,41913,645427.024891144,5
389,41921,642694.25078021,5
390,41940,643963.112520619,5
391,41945,643494.537964022,5
392,41961,644063.105648557,5
393,41980,642258.604840246,5
394,41988,643561.035710848,5
395,41993,645066.262151383,5
396,41994,643400.547922981,5
397,42005,645239.605091846,5
398,42008,645894.006435744,5
399,42023,645092.886509289,5
400,42040,644576.418181636,5
401,42050,644152.823445402,5
402,42067,643959.437915243,5
403,42070,645287.203009849,5
404,42078,645114.76963398,5
405,42083,646062.834340954,5
406,42092,644519.548781072,5
